name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Beras Ganyong,Traditional,364,0.5,3.4,86.3,0.7,0,4,4.7,16.93,5.67,26.55,1.04,0.27,72800,680,140,800,0.0223
Jagung Mudarebus,Traditional,142,0.8,5,30.3,0.7,0,5,0.8,6.6,8.33,9.32,1.04,0.33,17750,625,87.5,625,0.0408
Jagung Muda Kening Mentah,Traditional,147,0.9,5.1,31.5,0.7,0,5,1.3,6.84,8.5,9.69,1.04,0.33,16333.33,566.67,77.78,555.56,0.0435
Daun Singkong Kopang Segar,Traditional,74,1.2,6.3,10.7,0.7,0,32,4.6,3.44,10.5,3.29,1.04,2.13,6166.67,525,58.33,2666.67,0.1473
Tempe Gembus Yogya,Traditional,76,1.1,6.8,10.6,0.7,0,0,5.3,3.53,11.33,3.26,1.04,0,6909.09,618.18,63.64,0,0.1592
Koro Kerupuk Biji,Traditional,125,1.7,8.3,22.1,0.7,0,16,2.2,5.81,13.83,6.8,1.04,1.07,7352.94,488.24,41.18,941.18,0.084
Kacang Ercis Segar,Traditional,129,1,12.4,18.3,0.7,0,4,28.6,6,20.67,5.63,1.04,0.27,12900,1240,70,400,0.3178
Cumi-Cumi,Traditional,75,0.9,16.1,0.1,0.7,0,37,0,3.49,26.83,0.03,1.04,2.47,8333.33,1788.89,77.78,4111.11,0.2147
Ikan Cakalang Segar,Traditional,107,1.2,19.6,5.5,0.7,0,66,0,4.98,32.67,1.69,1.04,4.4,8916.67,1633.33,58.33,5500,0.1832
Ikan Kakap Segar,Traditional,92,2.3,20,0,0.7,0,0,0,4.28,33.33,0,1.04,0,4000,869.57,30.43,0,0.2174
Lobster,Traditional,77,1.88,16.52,0,0.75,0,423,0,3.58,27.53,0,1.12,28.2,4095.74,878.72,39.89,22500,0.2145
Mi Golosor,Traditional,71,0.2,0.2,15.9,0.8,0,0,0.1,3.3,0.33,4.89,1.19,0,35500,100,400,0,0.0042
Lemon Segar,Traditional,34,0.3,0.5,6.2,0.8,0,31,0.1,1.58,0.83,1.91,1.19,2.07,11333.33,166.67,266.67,10333.33,0.0176
Pisang Ambon Segar,Traditional,108,1,1,24.3,0.8,0,10,1.9,5.02,1.67,7.48,1.19,0.67,10800,100,80,1000,0.0269
Bayam Merah Segar,Traditional,41,2.2,2.2,6.3,0.8,0,20,2.2,1.91,3.67,1.94,1.19,1.33,1863.64,100,36.36,909.09,0.1073
Nasi Coklat,Traditional,112,2.3,2.3,23.5,0.8,0,0,0,5.21,3.83,7.23,1.19,0,4869.57,100,34.78,0,0.0205
Daun Pohpohan Segar,Traditional,37,2.4,2.5,6.9,0.8,0,0,2.6,1.72,4.17,2.12,1.19,0,1541.67,104.17,33.33,0,0.1378
Taoge Seduh,Traditional,28,0.3,3,4,0.8,0,18,1,1.3,5,1.23,1.19,1.2,9333.33,1000,266.67,6000,0.1429
Daun Lompong Talas Segar,Traditional,44,1.6,3,7.4,0.8,0,3,3.3,2.05,5,2.28,1.19,0.2,2750,187.5,50,187.5,0.1432
Daun Kesum Segar,Traditional,48,0.8,4.5,9.1,0.8,0,11,1.6,2.23,7.5,2.8,1.19,0.73,6000,562.5,100,1375,0.1271
Masakan Sop Kambing,Traditional,34,1,5.5,1.1,0.8,0,348,0,1.58,9.17,0.34,1.19,23.2,3400,550,80,34800,0.1618
Beras Ketan Putih Tumbuk Mentah,Traditional,361,0.5,7.4,78.4,0.8,0,3,0.4,16.79,12.33,24.12,1.19,0.2,72200,1480,160,600,0.0216
Tempe Kacang Babi,Traditional,139,1.2,12.5,21.9,0.8,0,0,1.8,6.47,20.83,6.74,1.19,0,11583.33,1041.67,66.67,0,0.1029
Balichong,Traditional,152,3.6,13.2,22.9,0.8,0,120,1.5,7.07,22,7.05,1.19,8,4222.22,366.67,22.22,3333.33,0.0967
Tempe Lamtoro Var. Gung Tanpa Kuit,Traditional,131,1.1,18,13,0.8,0,0,1.3,6.09,30,4,1.19,0,11909.09,1636.36,72.73,0,0.1473
Suwir-Suwir,Traditional,347,1,0.5,84.2,0.9,0,0,0.8,16.14,0.83,25.91,1.34,0,34700,50,90,0,0.0037
Waluh Balamak,Traditional,45,1,0.8,8.1,0.9,0,61,7.9,2.09,1.33,2.49,1.34,4.07,4500,80,90,6100,0.1933
Oyek,Traditional,351,0.7,0.9,84.9,0.9,0,5,4.3,16.33,1.5,26.12,1.34,0.33,50142.86,128.57,128.57,714.29,0.0148
Kelapa Muda  Daging Segar,Traditional,68,0.8,1,14,0.9,0,17.9,0,3.16,1.67,4.31,1.34,1.19,8500,125,112.5,2237.5,0.0147
Batatas Gembili Segar,Traditional,76,0.7,1.1,16,0.9,0,10,4.2,3.53,1.83,4.92,1.34,0.67,10857.14,157.14,128.57,1428.57,0.0697
Masakan Tekwan,Traditional,53,1.1,1.9,9.4,0.9,0,173.6,0,2.47,3.17,2.89,1.34,11.57,4818.18,172.73,81.82,15781.82,0.0358
Daun Sintrong Segar,Traditional,36,1.9,2.6,6.1,0.9,0,64,1.7,1.67,4.33,1.88,1.34,4.27,1894.74,136.84,47.37,3368.42,0.1194
Daun Gunda Serang Segar,Traditional,62,1.1,4.2,9.2,0.9,0,0,1.3,2.88,7,2.83,1.34,0,5636.36,381.82,81.82,0,0.0887
Daun Gunda Bali Segar,Traditional,50,1.1,4.6,7,0.9,0,0,1.4,2.33,7.67,2.15,1.34,0,4545.45,418.18,81.82,0,0.12
Beras Tumbuk Merah Mentah,Traditional,352,1,7.3,76.2,0.9,0,10,0.8,16.37,12.17,23.45,1.34,0.67,35200,730,90,1000,0.023
Ikan Banjar Segar,Traditional,111,1.4,19.4,4.8,0.9,0,99,0,5.16,32.33,1.48,1.34,6.6,7928.57,1385.71,64.29,7071.43,0.1748
Ikan Lehoma Segar,Traditional,90,1.1,20.4,0,0.9,0,56,0,4.19,34,0,1.34,3.73,8181.82,1854.55,81.82,5090.91,0.2267
Ellenka Fiber Creme,Olahan/Brand,10,1,0,2,1,0,5,1,0.7,0,0.62,1.49,0.33,1000,0,100,500,0.1
Buah Naga Putih Segar,Traditional,56,0.6,0.8,10.9,1,0,7,3.2,2.6,1.33,3.35,1.49,0.47,9333.33,133.33,166.67,1166.67,0.0714
Nestle Honey Star Sereal,Olahan/Brand,110,1,1,25,1,0,10,0,5.12,1.67,7.69,1.49,0.67,11000,100,100,1000,0.0091
Bamboe Soto Ayam,Olahan/Brand,10,1,1,2,1,1,850,1,0.93,1.67,0.62,1.49,56.67,1000,100,100,85000,0.2
Sambal Terasi Kokita,Olahan/Brand,30,1,1,5,1,1,0,0,1.4,1.67,1.54,1.49,0,3000,100,100,0,0.0333
Kopi Kapal Api Special Mix,Traditional,100,1,1,23,1,0,10,0,4.65,1.67,7.08,1.49,0.67,10000,100,100,1000,0.01
Pop Ice Rasa Cokelat,Traditional,10,1,1,22,1,17,35,0,4.65,1.67,6.77,1.49,2.33,1000,100,100,3500,0.1
Etira Singkong Stik,Olahan/Brand,170,3,1,40,1,0,0,3,7.91,1.67,12.31,1.49,0,5666.67,33.33,33.33,0,0.0235
Kacang Mekah Polong Segar,Traditional,22,0.9,1.1,3.4,1,0,2,1.1,1.02,1.83,1.05,1.49,0.13,2444.44,122.22,111.11,222.22,0.1
Jahe Segar,Traditional,51,1.2,1.5,10.1,1,0,12,12,2.37,2.5,3.11,1.49,0.8,4250,125,83.33,1000,0.2647
Royco Sup Krim Ayam,Traditional,50,2,2,9,1,2,710,0,2.33,3.33,2.77,1.49,47.33,2500,100,50,35500,0.04
Sup Krim Ayam Royco,Traditional,50,2,2,0,1,0,710,0,2.33,3.33,0,1.49,47.33,2500,100,50,35500,0.04
Koko Krunch,Olahan/Brand,110,1,2,23,1,9,0,1,5.12,3.33,7.08,1.49,0,11000,200,100,0,0.0273
Yummy Bites Originak,Olahan/Brand,50,2,2,8,1,2,35,0,2.33,3.33,2.46,1.49,2.33,2500,100,50,1750,0.04
Milo Cereal,Olahan/Brand,110,2,2,23,1,9,0,2,5.12,3.33,7.08,1.49,0,5500,100,50,0,0.0364
Markisa Squash,Traditional,217,0.2,2.5,49.6,1,0,14,0,10.09,4.17,15.26,1.49,0.93,108500,1250,500,7000,0.0115
Daun Pare Segar,Traditional,49,1.6,2.7,8.4,1,0,7,3,2.28,4.5,2.58,1.49,0.47,3062.5,168.75,62.5,437.5,0.1163
Daun Bebuas Segar,Traditional,41,1.1,2.7,7.3,1,0,0,2.1,1.91,4.5,2.25,1.49,0,3727.27,245.45,90.91,0,0.1171
Golden Farm Mixed Vegetable,Olahan/Brand,70,3,3,14,1,4,0,0,3.26,5,4.31,1.49,0,2333.33,100,33.33,0,0.0429
Golden Farm Corn Kernel,Olahan/Brand,70,3,3,14,1,3,0,0,3.26,5,4.31,1.49,0,2333.33,100,33.33,0,0.0429
Peterseli Segar,Traditional,53,2.4,3.7,9,1,0,18,0,2.47,6.17,2.77,1.49,1.2,2208.33,154.17,41.67,750,0.0698
Ketan Hitam Tapai,Traditional,166,0.6,3.8,34.4,1,0,5,0.3,7.72,6.33,10.58,1.49,0.33,27666.67,633.33,166.67,833.33,0.0247
Tepung Hunkwe (Pati Kacang Ijo),Olahan/Brand,364,1,4.5,83.5,1,0,15,16.1,16.93,7.5,25.69,1.49,1,36400,450,100,1500,0.0566
Andaliman Segar,Traditional,99,2.2,4.6,18,1,0,0,8.5,4.6,7.67,5.54,1.49,0,4500,209.09,45.45,0,0.1323
Biokul Natural Set Yogurt,Olahan/Brand,70,5,5,10,1,3,0,0,3.26,8.33,3.08,1.49,0,1400,100,20,0,0.0714
Wrp Everyday Susu Bubuk Rasa Choco Hazelnut,Traditional,110,5,5,21,1,0,35,0,5.12,8.33,6.46,1.49,2.33,2200,100,20,700,0.0455
Susu Anlene Gold Plus Hi-Calsium,Traditional,10,6,6,20,1,0,90,0,5.12,10,6.15,1.49,6,166.67,100,16.67,1500,0.6
Prenagen Esensis,Olahan/Brand,150,6,6,29,1,0,150,0,6.98,10,8.92,1.49,10,2500,100,16.67,2500,0.04
Masakan Bou Ninahu Ndamate,Traditional,79,2.1,6.3,1.1,1,0,67,0,3.67,10.5,0.34,1.49,4.47,3761.9,300,47.62,3190.48,0.0797
Golden Farm Frozen Pea,Olahan/Brand,90,7,7,12,1,3,0,0,4.19,11.67,3.69,1.49,0,1285.71,100,14.29,0,0.0778
Prenagen Esensis Susu Bubuk Rasa Moka,Traditional,150,7,7,29,1,0,110,0,6.98,11.67,8.92,1.49,7.33,2142.86,100,14.29,1571.43,0.0467
Koya Mirasa,Traditional,370,1.6,8,82.2,1,0,0,0.4,17.21,13.33,25.29,1.49,0,23125,500,62.5,0,0.0227
Tepung Terigu,Olahan/Brand,333,1,9,77.2,1,0,2,0.3,15.49,15,23.75,1.49,0.13,33300,900,100,200,0.0279
Sarden Abc Extra Pedas,Traditional,5,9,9,3,1,0,260,0,0.23,15,0.92,1.49,17.33,55.56,100,11.11,2888.89,1.8
F1 Shake Mix,Traditional,100,9,9,13,1,0,180,0,4.65,15,4,1.49,12,1111.11,100,11.11,2000,0.09
Hangop/Butter Milk/Whey,Olahan/Brand,65,1.5,10,3.5,1,0,126,0,3.02,16.67,1.08,1.49,8.4,4333.33,666.67,66.67,8400,0.1538
Keong Segar,Traditional,64,4,12,2,1,0,231,0,2.98,20,0.62,1.49,15.4,1600,300,25,5775,0.1875
Ikan Layur Segar,Traditional,82,0.5,18,0.4,1,0,0,0,3.81,30,0.12,1.49,0,16400,3600,200,0,0.2195
Ikan Mujahir / Mujair Segar,Traditional,89,1.1,18.7,0,1,0,51,0,4.14,31.17,0,1.49,3.4,8090.91,1700,90.91,4636.36,0.2101
Kacang Gude Biji Kering,Traditional,316,4.2,20.7,58,1,0,16,4.6,14.7,34.5,17.85,1.49,1.07,7523.81,492.86,23.81,380.95,0.0801
Kacang Endel Biji,Traditional,331,2,25,58,1,0,12,23.6,15.4,41.67,17.85,1.49,0.8,16550,1250,50,600,0.1468
Sawo Manila,Traditional,92,0.5,0.5,22.4,1.1,0,26,9.5,4.28,0.83,6.89,1.64,1.73,18400,100,220,5200,0.1087
Asam Arang Coklat Segar,Traditional,130,1.4,0.5,30.9,1.1,0,13,1.5,6.05,0.83,9.51,1.64,0.87,9285.71,35.71,78.57,928.57,0.0154
Sagu Aren Kering,Traditional,355,0.8,0.6,85.6,1.1,0,2,0.3,16.51,1,26.34,1.64,0.13,44375,75,137.5,250,0.0025
Keribang Ubi Segar,Traditional,137,0.8,1.3,29.8,1.1,0,10,0.6,6.37,2.17,9.17,1.64,0.67,17125,162.5,137.5,1250,0.0139
Batatas Kelapa Bakar,Traditional,110,0.7,1.4,23.4,1.1,0,12,4.5,5.12,2.33,7.2,1.64,0.8,15714.29,200,157.14,1714.29,0.0536
Susu Kuda Segar,Traditional,40,0.4,2,5.4,1.1,0,0,0,1.86,3.33,1.66,1.64,0,10000,500,275,0,0.05
Terung Belanda Segar,Traditional,52,1,2.1,8.6,1.1,0,0,1.4,2.42,3.5,2.65,1.64,0,5200,210,110,0,0.0673
Tiwul,Traditional,353,1.6,2.4,83.4,1.1,0,5,6.5,16.42,4,25.66,1.64,0.33,22062.5,150,68.75,312.5,0.0252
Daun Kubis Kol Segar,Traditional,51,2.2,2.5,8,1.1,0,50,3.4,2.37,4.17,2.46,1.64,3.33,2318.18,113.64,50,2272.73,0.1157
Beras Cerdas,Traditional,350,2.6,2.7,82.3,1.1,0,358,6.2,16.28,4.5,25.32,1.64,23.87,13461.54,103.85,42.31,13769.23,0.0254
Yangko,Traditional,254,0.4,3,58.1,1.1,0,0,0.8,11.81,5,17.88,1.64,0,63500,750,275,0,0.015
Buah Kom Segar,Traditional,264,1.7,4,59.6,1.1,0,0,9,12.28,6.67,18.34,1.64,0,15529.41,235.29,64.71,0,0.0492
Petai Segar,Traditional,92,1.1,5.4,15.2,1.1,0,55,2,4.28,9,4.68,1.64,3.67,8363.64,490.91,100,5000,0.0804
Daun Singkong Ampenan Segar,Traditional,50,1.2,6.2,7.1,1.1,0,49,2.4,2.33,10.33,2.18,1.64,3.27,4166.67,516.67,91.67,4083.33,0.172
Kerupuk Kemplang Panggang,Traditional,356,3,9.7,76.9,1.1,0,0,1,16.56,16.17,23.66,1.64,0,11866.67,323.33,36.67,0,0.0301
Beef Yakiniku,Traditional,132,0.8,9.8,20.7,1.1,0,409,0.3,6.14,16.33,6.37,1.64,27.27,16500,1225,137.5,51125,0.0765
Ikan Cakalang Perut Segar,Traditional,86,0.9,10.2,8.7,1.1,0,230,0,4,17,2.68,1.64,15.33,9555.56,1133.33,122.22,25555.56,0.1186
Kacang Tolo Rebus,Traditional,138,1.2,10.7,22.6,1.1,0,13,0.9,6.42,17.83,6.95,1.64,0.87,11500,891.67,91.67,1083.33,0.0841
Ikan Tarmon Segar,Traditional,96,0.8,19.5,2,1.1,0,43,0,4.47,32.5,0.62,1.64,2.87,12000,2437.5,137.5,5375,0.2031
Sapi Dideh/Darah,Traditional,98,1.4,21.9,0,1.1,0,150,0,4.56,36.5,0,1.64,10,7000,1564.29,78.57,10714.29,0.2235
Kacang Merah Kering,Traditional,314,2.9,22.1,56.2,1.1,0,11,4,14.6,36.83,17.29,1.64,0.73,10827.59,762.07,37.93,379.31,0.0831
Jasuke Jagung Susu Keju,Traditional,86,3.22,3.22,19.02,1.18,0,0,0,4,5.37,5.85,1.76,0,2670.81,100,36.65,0,0.0374
Kue Bangket,Traditional,388,0.9,1.5,80.3,1.2,0,67,0,18.05,2.5,24.71,1.79,4.47,43111.11,166.67,133.33,7444.44,0.0039
Lepok / Ubi Rumput,Traditional,181,0.9,2.8,39.8,1.2,0,116,10.7,8.42,4.67,12.25,1.79,7.73,20111.11,311.11,133.33,12888.89,0.0746
Daun Pakis Wambateu Segar,Traditional,53,1.3,3.4,7.2,1.2,0,20,4.8,2.47,5.67,2.22,1.79,1.33,4076.92,261.54,92.31,1538.46,0.1547
Markisa Segar,Traditional,144,0.8,3.5,29.8,1.2,0,37,11.4,6.7,5.83,9.17,1.79,2.47,18000,437.5,150,4625,0.1035
Taoge Segar,Traditional,34,0.4,3.7,4.3,1.2,0,19,1.1,1.58,6.17,1.32,1.79,1.27,8500,925,300,4750,0.1412
Ketan Hitam Matang,Traditional,181,0.6,4,37.3,1.2,0,9,0.3,8.42,6.67,11.48,1.79,0.6,30166.67,666.67,200,1500,0.0238
Roti Putih / Roti Tawar,Traditional,248,0.8,8,50,1.2,0,530,9.1,11.53,13.33,15.38,1.79,35.33,31000,1000,150,66250,0.069
Ikan Kakatua Segar,Traditional,82,1.3,11.4,6.4,1.2,0,90,0,3.81,19,1.97,1.79,6,6307.69,876.92,92.31,6923.08,0.139
Kacang Tunis,Traditional,351,3.2,12.2,72.9,1.2,0,1,29.5,16.33,20.33,22.43,1.79,0.07,10968.75,381.25,37.5,31.25,0.1188
Daun Singkong Ambon Segar,Traditional,144,2.9,12.7,25.2,1.2,0,44,10.2,6.7,21.17,7.75,1.79,2.93,4965.52,437.93,41.38,1517.24,0.159
Lamtoro Var. Lokal Dengan Kulit,Traditional,336,1.8,23.8,59.7,1.2,0,134,15.4,15.63,39.67,18.37,1.79,8.93,18666.67,1322.22,66.67,7444.44,0.1167
Bakso Ikan,Traditional,107,11.27,11.27,11.72,1.23,0,255,0,4.98,18.78,3.61,1.84,17,949.42,100,10.91,2262.64,0.1053
Coklat Hershey's Kisses Milk Chocolate,Olahan/Brand,22,0.1,0.3,2.8,1.3,2.6,0,0.1,1.02,0.5,0.86,1.94,0,22000,300,1300,0,0.0182
Coklat Hershey's Milk Chocolate,Olahan/Brand,22,0.1,0.3,2.8,1.3,2.6,0,0.1,1.02,0.5,0.86,1.94,0,22000,300,1300,0,0.0182
Sunduk Lawang,Traditional,181,1,1.9,32.4,1.3,0,0,0,8.42,3.17,9.97,1.94,0,18100,190,130,0,0.0105
Jagung Gerontol,Traditional,156,0.8,2.7,33.3,1.3,0,0,1,7.26,4.5,10.25,1.94,0,19500,337.5,162.5,0,0.0237
Daun Jawaw Seluang Segar,Traditional,93,1.2,5,15.3,1.3,0,2,3.9,4.33,8.33,4.71,1.94,0.13,7750,416.67,108.33,166.67,0.0957
Daun Melinjo Segar,Traditional,104,1.6,5,21.3,1.3,0,12,10.3,4.84,8.33,6.55,1.94,0.8,6500,312.5,81.25,750,0.1471
Tempe Gembus P3g,Traditional,73,0.8,5.7,10.3,1.3,0,0,4.2,3.4,9.5,3.17,1.94,0,9125,712.5,162.5,0,0.1356
Uceng / Bunga Melinjo Segar,Traditional,82,1.7,5.8,11.7,1.3,0,0,4.8,3.81,9.67,3.6,1.94,0,4823.53,341.18,76.47,0,0.1293
Beras Hitam Mentah,Traditional,351,0.9,8,76.9,1.3,0,15,20.1,16.33,13.33,23.66,1.94,1,39000,888.89,144.44,1666.67,0.0801
Ikan Bambangan Segar,Traditional,112,1.3,20,3.7,1.3,0,148,0,5.21,33.33,1.14,1.94,9.87,8615.38,1538.46,100,11384.62,0.1786
Getuk Singkong,Traditional,204,1.1,0.5,47.4,1.4,0,0,0.8,9.49,0.83,14.58,2.09,0,18545.45,45.45,127.27,0,0.0064
Kranji Segar,Traditional,315,2.9,2.1,73.5,1.4,0,0,3.6,14.65,3.5,22.62,2.09,0,10862.07,72.41,48.28,0,0.0181
Masakan Pempek Belida,Traditional,156,1.4,4.2,31.6,1.4,0,0,0.2,7.26,7,9.72,2.09,0,11142.86,300,100,0,0.0282
Daun Belem Segar,Traditional,50,1.8,4.4,7.8,1.4,0,0,1.9,2.33,7.33,2.4,2.09,0,2777.78,244.44,77.78,0,0.126
Jampang Huma Mentah,Traditional,350,2.5,6.3,78.2,1.4,0,53,1.7,16.28,10.5,24.06,2.09,3.53,14000,252,56,2120,0.0229
Beras Giling Var Pelitamentah,Traditional,369,0.6,9.5,77.1,1.4,0,34,0.4,17.16,15.83,23.72,2.09,2.27,61500,1583.33,233.33,5666.67,0.0268
Masakan Chikiniku,Traditional,143,0.6,9.8,22.8,1.4,0,531,0.4,6.65,16.33,7.02,2.09,35.4,23833.33,1633.33,233.33,88500,0.0713
Kacang Arab Kering,Traditional,330,3,23.8,60.2,1.4,0,24,17.4,15.35,39.67,18.52,2.09,1.6,11000,793.33,46.67,800,0.1248
Petis Udang Kering,Traditional,345,7.1,23.8,59.3,1.4,0,11998,0,16.05,39.67,18.25,2.09,799.87,4859.15,335.21,19.72,168985.92,0.069
Tahu Bacem,Traditional,24,1.9,1.9,1.09,1.47,0,34,0,1.12,3.17,0.34,2.19,2.27,1263.16,100,77.37,1789.47,0.0792
Bango Bumbu Kuliner Nusantara Tongseng Khas Solo,Olahan/Brand,15,1,0,5,1.5,4,800,1,1.63,0,1.54,2.24,53.33,1500,0,150,80000,0.0667
Royco Bumbu Ayam Saus Telur Asin,Olahan/Brand,30,1,1,2,1.5,0,50,0,1.4,1.67,0.62,2.24,3.33,3000,100,150,5000,0.0333
Bamboe Bumbu Rawon,Traditional,15,1,1,2,1.5,1,1020,1,1.16,1.67,0.62,2.24,68,1500,100,150,102000,0.1333
Oishi Rasa Udang Pedas,Traditional,12.5,0.5,1,8,1.5,1,95,0.5,2.33,1.67,2.46,2.24,6.33,2500,200,300,19000,0.12
Pop Ice Moccacino,Olahan/Brand,15,1,1,22,1.5,15,30,0,5.12,1.67,6.77,2.24,2,1500,100,150,3000,0.0667
Pop Ice Mangga,Olahan/Brand,15,1,1,22,1.5,15,15,0,5.12,1.67,6.77,2.24,1,1500,100,150,1500,0.0667
Nutri Boost Orange,Traditional,170,2,2,37,1.5,0,180,0,7.91,3.33,11.38,2.24,12,8500,100,75,9000,0.0118
Silky Pudding Taro Flavour,Olahan/Brand,15,2,2,16,1.5,11,45,0,3.72,3.33,4.92,2.24,3,750,100,75,2250,0.1333
Bika Ambon,Traditional,199,0.6,2.1,44.4,1.5,0,0,0.3,9.26,3.5,13.66,2.24,0,33166.67,350,250,0,0.0121
Kotiu Hinela Tawang Nggole,Traditional,46,1.9,2.2,6,1.5,0,316,3.8,2.14,3.67,1.85,2.24,21.07,2421.05,115.79,78.95,16631.58,0.1304
Nestle Nestum,Olahan/Brand,130,1,3,27,1.5,9,0,1,6.05,5,8.31,2.24,0,13000,300,150,0,0.0308
Susu Bear Brand Gold Malt Putih,Olahan/Brand,120,4,4,19,1.5,0,0,0,5.58,6.67,5.85,2.24,0,3000,100,37.5,0,0.0333
Kacang Beracun Segar,Traditional,118,0.4,4.4,21.6,1.5,0,10,0,5.49,7.33,6.65,2.24,0.67,29500,1100,375,2500,0.0373
Gatep Segar,Traditional,191,1.6,4.5,39.7,1.5,0,17,13.4,8.88,7.5,12.22,2.24,1.13,11937.5,281.25,93.75,1062.5,0.0937
Cimory Yogurt Set Low Fat,Olahan/Brand,60,5,5,8,1.5,0,0,0,2.79,8.33,2.46,2.24,0,1200,100,30,0,0.0833
Roti Warna Sawo Matang,Traditional,249,0.9,7.9,49.7,1.5,0,500,0,11.58,13.17,15.29,2.24,33.33,27666.67,877.78,166.67,55555.56,0.0317
Starbucks Hot Caramel Macchiato (Nonfat Milk),Olahan/Brand,200,11,11,36,1.5,0,0,0,9.3,18.33,11.08,2.24,0,1818.18,100,13.64,0,0.055
Emping (Keripik Melinjo),Traditional,345,28,12,71.5,1.5,0,0,0,16.05,20,22,2.24,0,1232.14,42.86,5.36,0,0.0348
Herslim,Traditional,10,2,13,13,1.5,2,120,2,5.58,21.67,4,2.24,8,500,650,75,6000,1.5
Ikan Tongkol Segar,Traditional,100,2.1,13.7,8,1.5,0,202,0,4.65,22.83,2.46,2.24,13.47,4761.9,652.38,71.43,9619.05,0.137
Wrp Lose Weight Meal Replacement,Olahan/Brand,15,3,14,35,1.5,16,260,3,9.77,23.33,10.77,2.24,17.33,500,466.67,50,8666.67,1.1333
Masakan Saboko Gurita,Traditional,87,4.1,15.7,2.6,1.5,0,200,0,4.05,26.17,0.8,2.24,13.33,2121.95,382.93,36.59,4878.05,0.1805
Kacang Lebui / Iris,Traditional,346,3.6,16.5,66.6,1.5,0,17,37.3,16.09,27.5,20.49,2.24,1.13,9611.11,458.33,41.67,472.22,0.1555
Kacang Panjang Biji,Traditional,357,0.4,17.3,68.6,1.5,0,16,10.6,16.6,28.83,21.11,2.24,1.07,89250,4325,375,4000,0.0782
Koro Wedus Biji Kering,Traditional,338,3.5,22.2,61,1.5,0,43,5.8,15.72,37,18.77,2.24,2.87,9657.14,634.29,42.86,1228.57,0.0828
Kacang Hijau Kering,Traditional,323,3.3,22.9,56.8,1.5,0,42,7.5,15.02,38.17,17.48,2.24,2.8,9787.88,693.94,45.45,1272.73,0.0941
Masakan Lawar Penyu,Traditional,141,1.6,23,7.6,1.5,0,0,0,6.56,38.33,2.34,2.24,0,8812.5,1437.5,93.75,0,0.1631
Daun Matel Ambon Segar,Traditional,71,3,6.8,11.5,1.6,0,0,4.6,3.3,11.33,3.54,2.39,0,2366.67,226.67,53.33,0,0.1606
Ikan Heu Segar,Traditional,81,6.2,10,6.6,1.6,0,240,0,3.77,16.67,2.03,2.39,16,1306.45,161.29,25.81,3870.97,0.1235
Kacang Marah Tua,Traditional,280,6.2,16.7,63.2,1.6,0,19,4.6,13.02,27.83,19.45,2.39,1.27,4516.13,269.35,25.81,306.45,0.0761
Geblek,Traditional,195,1.4,0.4,44.4,1.7,0,353,3.6,9.07,0.67,13.66,2.54,23.53,13928.57,28.57,121.43,25214.29,0.0205
Tepung Ganyong,Olahan/Brand,353,0.3,0.8,83.6,1.7,0,3,0.7,16.42,1.33,25.72,2.54,0.2,117666.67,266.67,566.67,1000,0.0042
Masakan Soto Bandung,Traditional,42,1.8,3.9,2.8,1.7,0,0,0.4,1.95,6.5,0.86,2.54,0,2333.33,216.67,94.44,0,0.1024
Daun Mengkudu Segar,Traditional,65,2,4,11.4,1.7,0,0,3.9,3.02,6.67,3.51,2.54,0,3250,200,85,0,0.1215
Tekokak Kering,Traditional,302,8.1,8.3,72.6,1.7,0,9,21.2,14.05,13.83,22.34,2.54,0.6,3728.4,102.47,20.99,111.11,0.0977
Beras Giling Var Rojolele Mentah,Traditional,357,0.8,8.4,77.1,1.7,0,34,0.2,16.6,14,23.72,2.54,2.27,44625,1050,212.5,4250,0.0241
Beras Giling Mentah,Traditional,357,0.8,8.4,77.1,1.7,0,27,0.2,16.6,14,23.72,2.54,1.8,44625,1050,212.5,3375,0.0241
Mi Kering,Traditional,339,1.4,10,6.3,1.7,0,760,0.4,15.77,16.67,1.94,2.54,50.67,24214.29,714.29,121.43,54285.71,0.0307
Ikan Bawal Segar,Traditional,91,1.3,19,0,1.7,0,129,0,4.23,31.67,0,2.54,8.6,7000,1461.54,130.77,9923.08,0.2088
Ikan Terbang Segar,Traditional,98,1.6,19.6,1,1.7,0,90,0,4.56,32.67,0.31,2.54,6,6125,1225,106.25,5625,0.2
Ikan Layang Segar,Traditional,109,2.3,22,0,1.7,0,0,0,5.07,36.67,0,2.54,0,4739.13,956.52,73.91,0,0.2018
Pepea Oncom Ampas Tahu,Traditional,76,1.5,5.2,10.6,1.8,0,0,2.2,3.53,8.67,3.26,2.69,0,5066.67,346.67,120,0,0.0974
Kacang Urei,Traditional,354,3.3,12.8,69.3,1.8,0,1,26.1,16.47,21.33,21.32,2.69,0.07,10727.27,387.88,54.55,30.3,0.1099
Kacang Hijau Var. Bakti Kering,Traditional,350,3.1,17.1,70.7,1.8,0,46,5.7,16.28,28.5,21.75,2.69,3.07,11290.32,551.61,58.06,1483.87,0.0651
