name,Category,energy_kcal,weight_g,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,energy_per_100g,protein_per_100g,fat_per_100g,sodium_per_100g,nutrition_desnity
Masakan Soto Betawi,Traditional,135,1.3,2.5,11.5,8.8,0,0,0.5,6.28,4.17,3.54,13.13,0,10384.62,192.31,676.92,0,0.0222
Nasi Gemuk,Traditional,192,1.6,3.8,24.4,8.8,0,355,0.7,8.93,6.33,7.51,13.13,23.67,12000,237.5,550,22187.5,0.0234
Masakan Kalio Otak,Traditional,157,1.4,8.1,11.4,8.8,0,604,0,7.3,13.5,3.51,13.13,40.27,11214.29,578.57,628.57,43142.86,0.0516
Kacang Belimbing Rebus,Traditional,204,1.2,16.9,17.5,8.8,0,43,4.8,9.49,28.17,5.38,13.13,2.87,17000,1408.33,733.33,3583.33,0.1064
Tempe Kedelai Murni Mentah,Traditional,201,1.6,20.8,13.5,8.8,0,9,1.4,9.35,34.67,4.15,13.13,0.6,12562.5,1300,550,562.5,0.1104
Padamaran,Traditional,171,0.8,3.9,18.8,8.9,0,0,0,7.95,6.5,5.78,13.28,0,21375,487.5,1112.5,0,0.0228
Cengkeh Kering,Traditional,330,5.2,5.2,57.4,8.9,0,282,10,15.35,8.67,17.66,13.28,18.8,6346.15,100,171.15,5423.08,0.0461
Saus Sesame,Olahan/Brand,100,1,1,4,9,0,260,0,4.65,1.67,1.23,13.43,17.33,10000,100,900,26000,0.01
Curry Croquette,Traditional,180,1,1,21,9,1,0,1,8.37,1.67,6.46,13.43,0,18000,100,900,0,0.0111
Coklat Delfi Dairy Milk,Olahan/Brand,150,2,2,15,9,12,0,0,6.98,3.33,4.62,13.43,0,7500,100,450,0,0.0133
Croissant,Traditional,180,1,3,21,9,0,0,1,8.37,5,6.46,13.43,0,18000,300,900,0,0.0222
Coklat Ritter Sport Whole Almonds,Olahan/Brand,140,3,3,13,9,9,0,0,6.51,5,4,13.43,0,4666.67,100,300,0,0.0214
Yogurt Greek Heavenly Blush Strawberrt,Olahan/Brand,170,4,5,18,9,10,45,4,7.91,8.33,5.54,13.43,3,4250,125,225,1125,0.0529
Kuaci Rebo Origial,Olahan/Brand,110,3,5,3,9,0,130,3,5.12,8.33,0.92,13.43,8.67,3666.67,166.67,300,4333.33,0.0727
Soyjoy,Olahan/Brand,150,5,5,12,9,7,0,5,6.98,8.33,3.69,13.43,0,3000,100,180,0,0.0667
Kuaci Rebo Green Tea,Olahan/Brand,110,2,6,2,9,1,180,2,5.12,10,0.62,13.43,12,5500,300,450,9000,0.0727
Heavenly Blush Greek Yogurt,Olahan/Brand,170,3,6,16,9,9,0,3,7.91,10,4.92,13.43,0,5666.67,200,300,0,0.0529
Pizza Hut Super Supreme Personal,Olahan/Brand,170,1,7,17,9,2,0,1,7.91,11.67,5.23,13.43,0,17000,700,900,0,0.0471
Susu Greenfields Full Cream,Olahan/Brand,160,1,8,12,9,7,0,1,7.44,13.33,3.69,13.43,0,16000,800,900,0,0.0563
Cimory Fresh Milk Cashew,Olahan/Brand,260,10,10,33,9,0,140,0,12.09,16.67,10.15,13.43,9.33,2600,100,90,1400,0.0385
The Coffe Bean & Tea Leaf Pure Vanilla Ice Blended Drink,Traditional,410,15,15,70,9,63,0,0,19.07,25,21.54,13.43,0,2733.33,100,60,0,0.0366
The Coffe Bean & Tea Leaf Matcha Ice Blended Drink,Traditional,410,16,16,67,9,59,0,0,19.07,26.67,20.62,13.43,0,2562.5,100,56.25,0,0.039
Masakan Kalio Jeroan,Traditional,163,1.5,16.5,4.1,9,0,570,0,7.58,27.5,1.26,13.43,38,10866.67,1100,600,38000,0.1012
Susu Asam Untuk Bayi Bubuk,Traditional,418,4,19,65.5,9,0,188,0,19.44,31.67,20.15,13.43,12.53,10450,475,225,4700,0.0455
Ayam Goreng Pasundan Dada,Traditional,246,2.3,37.9,0.7,9,0,0,0,11.44,63.17,0.22,13.43,0,10695.65,1647.83,391.3,0,0.1541
Outback Steackhouse Outback Special,Traditional,280,51,51,0,9,0,0,0,13.02,85,0,13.43,0,549.02,100,17.65,0,0.1821
Gudegsayur,Traditional,160,2.1,3.3,16,9.2,0,0,2.3,7.44,5.5,4.92,13.73,0,7619.05,157.14,438.1,0,0.035
Daging Kambing (Segar),Traditional,149,3.9,16.6,0,9.2,0,96,0,6.93,27.67,0,13.73,6.4,3820.51,425.64,235.9,2461.54,0.1114
Ayam Goreng Sukabumi Dada,Traditional,244,3.4,36.7,1,9.2,0,0,0,11.35,61.17,0.31,13.73,0,7176.47,1079.41,270.59,0,0.1504
Klepon,Traditional,366,4.75,4.75,65.82,9.34,0,79,0,17.02,7.92,20.25,13.94,5.27,7705.26,100,196.63,1663.16,0.013
Gulai Kambing,Olahan/Brand,126,1.8,4.2,6.2,9.4,0,302,0,5.86,7,1.91,14.03,20.13,7000,233.33,522.22,16777.78,0.0333
Bagea Kw 1,Traditional,416,0.6,6.5,76.3,9.4,0,0,0.4,19.35,10.83,23.48,14.03,0,69333.33,1083.33,1566.67,0,0.0166
Masakan Soto Banjar,Traditional,110,0.7,2.9,3.2,9.5,0,36,0,5.12,4.83,0.98,14.18,2.4,15714.29,414.29,1357.14,5142.86,0.0264
Beef Burger,Traditional,258,2.2,10.6,32.5,9.5,0,572,0.4,12,17.67,10,14.18,38.13,11727.27,481.82,431.82,26000,0.0426
Masakan Pindang Kenari,Traditional,124,2.8,9.5,0,9.6,0,370,0,5.77,15.83,0,14.33,24.67,4428.57,339.29,342.86,13214.29,0.0766
Chicken Teriyaki,Traditional,168,1.7,13,7.5,9.6,0,959,0.8,7.81,21.67,2.31,14.33,63.93,9882.35,764.71,564.71,56411.76,0.0821
Saladstop Go Geisha,Traditional,259.2,5.8,13.6,31.2,9.6,15.9,0,5.8,12.06,22.67,9.6,14.33,0,4468.97,234.48,165.52,0,0.0748
Onde-Onde,Traditional,336,0.6,4,57.9,9.8,0,0,0,15.63,6.67,17.82,14.63,0,56000,666.67,1633.33,0,0.0119
Mayumi Saus Creamy Serbaguna Rasa Pedas (180 G),Olahan/Brand,100,591,0,3,10,3,270,0,4.65,0,0.92,14.93,18,16.92,0,1.69,45.69,0
Japato Potato Chips Rasa Rumput Laut,Traditional,150,1,1,15,10,0,150,0,6.98,1.67,4.62,14.93,10,15000,100,1000,15000,0.0067
Santan (Dengan Air),Traditional,122,0.4,2,7.6,10,0,9,1.4,5.67,3.33,2.34,14.93,0.6,30500,500,2500,2250,0.0279
Cheetos Puffs,Olahan/Brand,160,0.9,2,16,10,0.9,0,0.9,7.44,3.33,4.92,14.93,0,17777.78,222.22,1111.11,0,0.0181
Donat Krispy Kreme Glazed Chocolate Cake,Traditional,250,1,3,38,10,24,0,1,11.63,5,11.69,14.93,0,25000,300,1000,0,0.016
Biskuit Meiji Hello Panda,Olahan/Brand,230,1,3,30,10,12,0,1,10.7,5,9.23,14.93,0,23000,300,1000,0,0.0174
Pocky Chocolate,Olahan/Brand,230,3,3,32,10,12,0,0,10.7,5,9.85,14.93,0,7666.67,100,333.33,0,0.013
Pocky Cookies Dan Cream,Olahan/Brand,210,3,3,26,10,11,0,0,9.77,5,8,14.93,0,7000,100,333.33,0,0.0143
Pocky Strawberry,Olahan/Brand,220,3,3,31,10,9,0,0,10.23,5,9.54,14.93,0,7333.33,100,333.33,0,0.0136
Silverqueen Crispy With Milk Chocolate,Olahan/Brand,170,4,4,15,10,11,35,0,7.91,6.67,4.62,14.93,2.33,4250,100,250,875,0.0235
Yogurt Greek Heavenly Blush Honey,Olahan/Brand,180,2,5,18,10,9,40,2,8.37,8.33,5.54,14.93,2.67,9000,250,500,2000,0.0389
Semur Jengkol,Traditional,212,2.2,6,29.1,10,0,0,0,9.86,10,8.95,14.93,0,9636.36,272.73,454.55,0,0.0283
Naraya Melon Seed,Olahan/Brand,130,6,6,2,10,0,180,0,6.05,10,0.62,14.93,12,2166.67,100,166.67,3000,0.0462
Indomie Rasa Ayam Special,Olahan/Brand,90,2,7,44,10,3,1180,2,13.95,11.67,13.54,14.93,78.67,4500,350,500,59000,0.1
Moon Tahu,Traditional,128,0.8,8,1.3,10,0,393,0.2,5.95,13.33,0.4,14.93,26.2,16000,1000,1250,49125,0.0641
Susu Kental Manis,Traditional,343,1.8,8.2,55,10,0,150,0,15.95,13.67,16.92,14.93,10,19055.56,455.56,555.56,8333.33,0.0239
Sambal Pecel,Traditional,220,9,9,23,10,0,0,0,10.23,15,7.08,14.93,0,2444.44,100,111.11,0,0.0409
Mom's Recipe Silky Pudding Rasa Peach (155 G),Olahan/Brand,430,9,9,76,10,56,150,0,20,15,23.38,14.93,10,4777.78,100,111.11,1666.67,0.0209
The Coffe Bean & Tea Leaf Black Forest Ice Blended Drink,Traditional,490,12,12,89,10,76,0,0,22.79,20,27.38,14.93,0,4083.33,100,83.33,0,0.0245
Masakan Lawar Babi,Traditional,174,1.2,17,3,10,0,0,0,8.09,28.33,0.92,14.93,0,14500,1416.67,833.33,0,0.0977
Tempe Kacang Belimbing,Traditional,212,1.4,17.5,12.9,10,0,0,2.9,9.86,29.17,3.97,14.93,0,15142.86,1250,714.29,0,0.0962
Anak Sapi Daging Kurussegar,Traditional,174,1.4,19.6,0,10,0,96,0,8.09,32.67,0,14.93,6.4,12428.57,1400,714.29,6857.14,0.1126
Subway Steak And Cheese Sandwich,Olahan/Brand,360,2,24,43,10,5,0,2,16.74,40,13.23,14.93,0,18000,1200,500,0,0.0722
Masakan Gurame Asem Manis,Traditional,192,2.4,12.7,12.7,10.1,0,0,0,8.93,21.17,3.91,15.07,0,8000,529.17,420.83,0,0.0661
Cumi-Cumi Goreng,Traditional,265,3.1,40.6,0,10.1,0,86,0,12.33,67.67,0,15.07,5.73,8548.39,1309.68,325.81,2774.19,0.1532
Kue Sus,Traditional,221,0.9,7.5,24.8,10.2,0,0,0,10.28,12.5,7.63,15.22,0,24555.56,833.33,1133.33,0,0.0339
Bakwan,Traditional,280,2.1,8.2,39,10.2,0,0,3.4,13.02,13.67,12,15.22,0,13333.33,390.48,485.71,0,0.0414
Ikan Salmon,Traditional,179,1.33,19.93,0,10.43,0,47,0,8.33,33.22,0,15.57,3.13,13458.65,1498.5,784.21,3533.83,0.1113
Chatime Hazelnut Milk Tea,Olahan/Brand,244,1,1,36,10.5,28.5,0,0,11.35,1.67,11.08,15.67,0,24400,100,1050,0,0.0041
Chatime Matcha Red Bean Smoothie,Olahan/Brand,384,4.5,4.5,67,10.5,58,0,0,17.86,7.5,20.62,15.67,0,8533.33,100,233.33,0,0.0117
Bingka,Traditional,273,0.6,5.3,39.1,10.6,0,0,0,12.7,8.83,12.03,15.82,0,45500,883.33,1766.67,0,0.0194
Widaran,Traditional,424,0.3,1.3,80.7,10.7,0,0,0.2,19.72,2.17,24.83,15.97,0,141333.33,433.33,3566.67,0,0.0035
Lanting Getuk,Traditional,422,3.8,0.9,80.4,10.8,0,0,1.4,19.63,1.5,24.74,16.12,0,11105.26,23.68,284.21,0,0.0055
Telur Ayam Ras / Telor Ayam Ras  Segar,Traditional,154,0.8,12.4,0.7,10.8,0,142,0,7.16,20.67,0.22,16.12,9.47,19250,1550,1350,17750,0.0805
Masakan Lawara Jangang,Traditional,159,1.6,5,10.1,10.9,0,400,0,7.4,8.33,3.11,16.27,26.67,9937.5,312.5,681.25,25000,0.0314
Chatime Pearl Milk Tea,Olahan/Brand,374,1,1,67,11,39.5,0,0,17.4,1.67,20.62,16.42,0,37400,100,1100,0,0.0027
Wrp Deli Chips,Olahan/Brand,210,3,1,26,11,1,0,3,9.77,1.67,8,16.42,0,7000,33.33,366.67,0,0.019
Chatime Hazelnut Milk Tea (No Sugar),Olahan/Brand,185,1,1,20.5,11,15,0,0,8.6,1.67,6.31,16.42,0,18500,100,1100,0,0.0054
Kewpie Mayonais Original,Olahan/Brand,100,1,1,0,11,0,70,0,4.65,1.67,0,16.42,4.67,10000,100,1100,7000,0.01
Eskrim Cornetto Oreo,Olahan/Brand,240,2,2,33,11,20,0,2,11.16,3.33,10.15,16.42,0,12000,100,550,0,0.0167
Cadbury Dairy Milk Oreo,Olahan/Brand,100,2,2,17,11,13,60,0,7.91,3.33,5.23,16.42,4,5000,100,550,3000,0.02
Donat Krispy Kreme Original Glazed,Olahan/Brand,190,1,3,21,11,10,0,1,8.84,5,6.46,16.42,0,19000,300,1100,0,0.0211
Coklat Silverqueen Chunky Almond Bar,Olahan/Brand,170,3,3,15,11,12,0,0,7.91,5,4.62,16.42,0,5666.67,100,366.67,0,0.0176
Coklat Silverqueen Almond,Olahan/Brand,170,4,4,14,11,11,0,0,7.91,6.67,4.31,16.42,0,4250,100,275,0,0.0235
Es Krim Diamond Kacang Hijau,Olahan/Brand,220,4,4,12,11,8,0,0,10.23,6.67,3.69,16.42,0,5500,100,275,0,0.0182
Supermi Rasa Kaldu Ayam,Olahan/Brand,100,3,6,45,11,2,920,3,13.95,10,13.85,16.42,61.33,3333.33,200,366.67,30666.67,0.09
Indomie Mi Kuah,Olahan/Brand,300,2,7,43,11,3,0,2,13.95,11.67,13.23,16.42,0,15000,350,550,0,0.03
Indomie Rasa Ayam Bawang,Olahan/Brand,100,2,7,43,11,3,1330,2,13.95,11.67,13.23,16.42,88.67,5000,350,550,66500,0.09
Mr. Bread Roti Manis Pandan Coklat Srikaya,Olahan/Brand,330,7,7,50,11,12,330,0,15.35,11.67,15.38,16.42,22,4714.29,100,157.14,4714.29,0.0212
Starbucks Hot Caramel Macchiato (Wholemilk),Olahan/Brand,280,10,10,35,11,0,0,0,13.02,16.67,10.77,16.42,0,2800,100,110,0,0.0357
Baked Potato Chili'n Cheese,Traditional,460,8,19,71,11,7,0,8,21.4,31.67,21.85,16.42,0,5750,237.5,137.5,0,0.0587
Mcfloat,Traditional,107,1.04,1.04,1.36,11.03,0,25,0,4.98,1.73,0.42,16.46,1.67,10288.46,100,1060.58,2403.85,0.0097
Kue Lumpur,Traditional,291,1.1,3.6,44.1,11.1,0,0,0,13.53,6,13.57,16.57,0,26454.55,327.27,1009.09,0,0.0124
Ayam Ampela Goreng,Traditional,270,1.8,32.3,9.9,11.2,0,980,0,12.56,53.83,3.05,16.72,65.33,15000,1794.44,622.22,54444.44,0.1196
Gulai Pakis,Olahan/Brand,143,2.6,4,6,11.4,0,0,1.4,6.65,6.67,1.85,17.01,0,5500,153.85,438.46,0,0.0378
Ayam Goreng Pasundan Paha,Traditional,245,2.5,33.1,0.3,11.4,0,0,0,11.4,55.17,0.09,17.01,0,9800,1324,456,0,0.1351
Cake Tape,Traditional,323,1.4,4.9,50.1,11.5,0,0,1.4,15.02,8.17,15.42,17.16,0,23071.43,350,821.43,0,0.0195
Chatime Taro Milk Tea,Olahan/Brand,399,2,2,70,12,54.5,0,0,18.56,3.33,21.54,17.91,0,19950,100,600,0,0.005
Selai Nutella,Traditional,200,2,2,23,12,0,0,0,9.3,3.33,7.08,17.91,0,10000,100,600,0,0.01
Cornetto Silverqueen,Traditional,110,2,3,28,12,18,50,2,10.7,5,8.62,17.91,3.33,5500,150,600,2500,0.0455
Hershey's Spreads,Traditional,190,1,3,20,12,19,50,1,8.84,5,6.15,17.91,3.33,19000,300,1200,5000,0.0211
Eskrim Cornetto Chocolate,Olahan/Brand,260,2,3,34,12,22,0,2,12.09,5,10.46,17.91,0,13000,150,600,0,0.0192
Pocky Double Choco,Olahan/Brand,240,4,4,29,12,9,0,0,11.16,6.67,8.92,17.91,0,6000,100,300,0,0.0167
Sarimi Kaldu Ayam,Traditional,320,2,4,45,12,11,670,2,14.88,6.67,13.85,17.91,44.67,16000,200,600,33500,0.0187
Biokul Greek  Yogurt,Olahan/Brand,160,6,6,6,12,2,0,0,7.44,10,1.85,17.91,0,2666.67,100,200,0,0.0375
Indomie Rasa Kaldu Ayam,Olahan/Brand,110,4,6,50,12,0,980,4,15.81,10,15.38,17.91,65.33,2750,150,300,24500,0.0909
Steamed Beancurd Sheet Roll,Traditional,150,6.2,6.2,3,12,0,250,0,6.98,10.33,0.92,17.91,16.67,2419.35,100,193.55,4032.26,0.0413
Susu Kerbau Segar,Traditional,160,0.8,6.3,7.1,12,0,82,0,7.44,10.5,2.18,17.91,5.47,20000,787.5,1500,10250,0.0394
Abc Selera Pedas Hot Gulai Chicken,Olahan/Brand,270,21,7,34,12,1,0,21,12.56,11.67,10.46,17.91,0,1285.71,33.33,57.14,0,0.1037
Nissin Gekikara Ramen Rasa Carbonara Pedas,Olahan/Brand,350,7,7,53,12,0,1170,0,16.28,11.67,16.31,17.91,78,5000,100,171.43,16714.29,0.02
Indomie Kari Ayam,Olahan/Brand,320,2,7,46,12,4,0,2,14.88,11.67,14.15,17.91,0,16000,350,600,0,0.0281
Mr. P Honey Peanuts,Olahan/Brand,150,7,7,5,12,3,0,0,6.98,11.67,1.54,17.91,0,2142.86,100,171.43,0,0.0467
Pizza Hut Meat Lovers,Olahan/Brand,210,1,8,17,12,2,0,1,9.77,13.33,5.23,17.91,0,21000,800,1200,0,0.0429
Roti Sobek Cokelat Keju Sari Roti,Traditional,350,6,9,51,12,16,500,6,16.28,15,15.69,17.91,33.33,5833.33,150,200,8333.33,0.0429
Kfc Extra Crispy Paha Bawah,Olahan/Brand,170,10,10,5,12,0,0,0,7.91,16.67,1.54,17.91,0,1700,100,120,0,0.0588
Starbucks Hot Caffe Latte (Whole Milk),Olahan/Brand,230,12,12,19,12,0,0,0,10.7,20,5.85,17.91,0,1916.67,100,100,0,0.0522
Starbucks Hot Caffe Mocha (Whole Milk),Olahan/Brand,330,13,13,42,12,0,0,0,15.35,21.67,12.92,17.91,0,2538.46,100,92.31,0,0.0394
Lousiana Rub (Classic Wings),Traditional,171,1,15,1,12,0,0,1,7.95,25,0.31,17.91,0,17100,1500,1200,0,0.0936
Mcdonald Cheeseburger,Olahan/Brand,300,2,15,33,12,7,0,2,13.95,25,10.15,17.91,0,15000,750,600,0,0.0567
Anak Sapi Dagingsedangsegar,Traditional,190,0.9,19.1,0,12,0,99,0,8.84,31.83,0,17.91,6.6,21111.11,2122.22,1333.33,11000,0.1005
Outback Steackhouse Victoria's Filet,Traditional,320,53,53,0,12,0,0,0,14.88,88.33,0,17.91,0,603.77,100,22.64,0,0.1656
Pork Rib,Traditional,211,19.9,19.9,0,12.01,0,0,0,9.81,33.17,0,17.93,0,1060.3,100,60.35,0,0.0943
Tahu Bakso,Traditional,231,2.4,11.8,21.4,12.2,1.2,378,2.4,10.74,19.67,6.58,18.21,25.2,9625,491.67,508.33,15750,0.0615
Masakan Penyu Serapah,Traditional,174,1.2,13.1,2.2,12.2,0,0,0,8.09,21.83,0.68,18.21,0,14500,1091.67,1016.67,0,0.0753
Ayam Goreng Kalasan Paha,Traditional,275,2.9,37.4,1.3,12.2,0,176,0,12.79,62.33,0.4,18.21,11.73,9482.76,1289.66,420.69,6068.97,0.136
Rujak Lontong,Traditional,243,11.98,11.98,24.7,12.3,0,278,0,11.3,19.97,7.6,18.36,18.53,2028.38,100,102.67,2320.53,0.0493
Masakan Kelio Telur,Traditional,193,1.4,10.6,9.7,12.4,0,540,0,8.98,17.67,2.98,18.51,36,13785.71,757.14,885.71,38571.43,0.0549
Es Krim,Traditional,210,0.8,4,20.6,12.5,0,78,0,9.77,6.67,6.34,18.66,5.2,26250,500,1562.5,9750,0.019
Pork Loin,Traditional,198,19.74,19.74,0,12.58,0,0,0,9.21,32.9,0,18.78,0,1003.04,100,63.73,0,0.0997
Sambal Cuk Original Cabe,Olahan/Brand,160,4,1,9,13,3,0,4,7.44,1.67,2.77,19.4,0,4000,25,325,0,0.0313
Chatime Milk Tea(No Sugar),Olahan/Brand,142,1.5,1.5,5,13,1,0,0,6.6,2.5,1.54,19.4,0,9466.67,100,866.67,0,0.0106
Chatime Milk Tea,Olahan/Brand,302,1.5,1.5,44.5,13,39.5,0,0,14.05,2.5,13.69,19.4,0,20133.33,100,866.67,0,0.005
Puff Pastry Sheet,Traditional,200,3,3,18,13,1,0,0,9.3,5,5.54,19.4,0,6666.67,100,433.33,0,0.015
Eskrim Magnum Classic,Olahan/Brand,240,4,3,30,13,18,0,4,11.16,5,9.23,19.4,0,6000,75,325,0,0.0292
Frozen Food Puff Pastry Sheet,Traditional,200,3,3,18,13,0,0,0,9.3,5,5.54,19.4,0,6666.67,100,433.33,0,0.015
Mi Abc Cup Soto Ayam,Olahan/Brand,280,4,7,34,13,2,0,4,13.02,11.67,10.46,19.4,0,7000,175,325,0,0.0393
Mi Abc Cup Baso Sapi,Olahan/Brand,290,4,7,34,13,3,0,4,13.49,11.67,10.46,19.4,0,7250,175,325,0,0.0379
Mom's Recipe Silky Pudding Rasa Biskuit (155 G),Olahan/Brand,440,7,7,75,13,51,320,0,20.47,11.67,23.08,19.4,21.33,6285.71,100,185.71,4571.43,0.0159
Sariroti Roti Sobek Coklat,Olahan/Brand,370,2,7,56,13,17,250,2,17.21,11.67,17.23,19.4,16.67,18500,350,650,12500,0.0243
Mie Sedaap Kari Spesial,Olahan/Brand,340,3,8,48,13,2,0,3,15.81,13.33,14.77,19.4,0,11333.33,266.67,433.33,0,0.0324
Mie Sedaap Instant Rasa Soto 75 G,Olahan/Brand,340,2,8,46,13,3,1030,2,15.81,13.33,14.15,19.4,68.67,17000,400,650,51500,0.0294
Mie Kuah Gaga 100 Xtra Pedas  Jalapeno,Traditional,120,9,9,43,13,2,1320,0,15.35,15,13.23,19.4,88,1333.33,100,144.44,14666.67,0.075
Mie Gaga,Olahan/Brand,330,9,9,45,13,0,240,0,15.35,15,13.85,19.4,16,3666.67,100,144.44,2666.67,0.0273
Mie Sedaap Baso Spesial,Olahan/Brand,340,6,9,47,13,2,0,6,15.81,15,14.46,19.4,0,5666.67,150,216.67,0,0.0441
Kfc Extra Crispy Sayap,Olahan/Brand,170,10,10,5,13,0,0,0,7.91,16.67,1.54,19.4,0,1700,100,130,0,0.0588
Lemon Pepper (Classic Wings),Traditional,180,1,15,1,13,0,0,1,8.37,25,0.31,19.4,0,18000,1500,1300,0,0.0889
Ikan Bader Segar,Traditional,193,2,19,0,13,0,118,0,8.98,31.67,0,19.4,7.87,9650,950,650,5900,0.0984
Indomie Goreng Jumbo,Olahan/Brand,560,31,21,80,13,13,0,31,26.05,35,24.62,19.4,0,1806.45,67.74,41.94,0,0.0929
Bungkil Kacang Tanah,Traditional,336,33.1,37.4,30.5,13,0,0,0,15.63,62.33,9.38,19.4,0,1015.11,112.99,39.27,0,0.1113
Bakso,Traditional,202,12.41,12.41,7.58,13.16,0,478,0,9.4,20.68,2.33,19.64,31.87,1627.72,100,106.04,3851.73,0.0614
Pastel,Traditional,307,1.5,4.5,42.4,13.3,0,0,0,14.28,7.5,13.05,19.85,0,20466.67,300,886.67,0,0.0147
Go Natural Fruit And Nut Delight,Traditional,230,5.4,6.2,20.7,13.5,12.1,0,5.4,10.7,10.33,6.37,20.15,0,4259.26,114.81,250,0,0.0504
Masakan Kalio Ayam,Traditional,203,1.4,16,4.4,13.5,0,534,0,9.44,26.67,1.35,20.15,35.6,14500,1142.86,964.29,38142.86,0.0788
Masakan Pelolah Manuk,Traditional,219,2.3,19.7,4.4,13.6,0,577,0,10.19,32.83,1.35,20.3,38.47,9521.74,856.52,591.3,25086.96,0.09
Baked Lotus Paste Mooncake With Two Egg Yolks,Traditional,223,0.85,4.05,20.5,13.79,0,0,0.85,10.37,6.75,6.31,20.58,0,26235.29,476.47,1622.35,0,0.022
Bagea Kelapa Manis,Traditional,452,1.3,1.3,80.6,13.8,0,75,0,21.02,2.17,24.8,20.6,5,34769.23,100,1061.54,5769.23,0.0029
Kembang Tahu,Traditional,380,3.2,48.9,23.3,13.8,0,55,0,17.67,81.5,7.17,20.6,3.67,11875,1528.12,431.25,1718.75,0.1287
Bagea Kelapa Asin,Traditional,450,1.3,3.2,78.1,13.9,0,74,0,20.93,5.33,24.03,20.75,4.93,34615.38,246.15,1069.23,5692.31,0.0071
Cokelat Pasta,Olahan/Brand,130,2,2,32,14,21,30,0,12.09,3.33,9.85,20.9,2,6500,100,700,1500,0.0154
Eskrim Magnum White Almond,Olahan/Brand,230,3,3,23,14,13,0,3,10.7,5,7.08,20.9,0,7666.67,100,466.67,0,0.0261
Hokben Tori Ball,Traditional,250,7,7,15,14,0,0,0,11.63,11.67,4.62,20.9,0,3571.43,100,200,0,0.028
Nissin Gekikara Ramen Rasa Ayam Pedas,Olahan/Brand,360,7,7,52,14,0,1030,0,16.74,11.67,16,20.9,68.67,5142.86,100,200,14714.29,0.0194
Mie Sedaap Instan White Curry,Olahan/Brand,360,2,8,50,14,3,840,2,16.74,13.33,15.38,20.9,56,18000,400,700,42000,0.0278
Indomie Goreng,Olahan/Brand,380,2,8,54,14,8,0,2,17.67,13.33,16.62,20.9,0,19000,400,700,0,0.0263
Mie Sedap Instan Kari Spesial,Traditional,130,3,8,47,14,3,1060,3,16.28,13.33,14.46,20.9,70.67,4333.33,266.67,466.67,35333.33,0.0846
Indomie Mi Goreng,Olahan/Brand,130,2,8,54,14,8,1070,2,13.95,13.33,16.62,20.9,71.33,6500,400,700,53500,0.0769
Indomie Soto Padang,Olahan/Brand,330,6,8,44,14,0,0,6,15.35,13.33,13.54,20.9,0,5500,133.33,233.33,0,0.0424
Dairy Queen Banana Split,Traditional,520,4,9,92,14,72,0,4,24.19,15,28.31,20.9,0,13000,225,350,0,0.025
Indomie Tengkleng,Olahan/Brand,350,7,9,45,14,2,0,7,16.28,15,13.85,20.9,0,5000,128.57,200,0,0.0457
Indomie Rasa Soto Lamongan,Olahan/Brand,130,6,10,48,14,4,1030,6,16.74,16.67,14.77,20.9,68.67,2166.67,166.67,233.33,17166.67,0.1231
Telur Ayam Kampung Segar,Traditional,174,0.9,10.8,1.2,14,0,190,0,8.09,18,0.37,20.9,12.67,19333.33,1200,1555.56,21111.11,0.0621
Sonice Chicken Nugget,Olahan/Brand,250,16,16,14,14,0,0,0,11.63,26.67,4.31,20.9,0,1562.5,100,87.5,0,0.064
Anak Sapi Daging Gemuksegar,Traditional,184,5.2,18.8,0,14,0,118,0,8.56,31.33,0,20.9,7.87,3538.46,361.54,269.23,2269.23,0.1022
Sapi Daging Lemak Sedang Segar,Traditional,201,1.2,18.8,0,14,0,105,0,9.35,31.33,0,20.9,7,16750,1566.67,1166.67,8750,0.0935
Sonice Chicken Wing,Olahan/Brand,220,20,20,4,14,0,0,0,10.23,33.33,1.23,20.9,0,1100,100,70,0,0.0909
Telur Bebek Albino Segar,Traditional,187,1,11.8,3,14.2,0,115,0,8.7,19.67,0.92,21.19,7.67,18700,1180,1420,11500,0.0631
Saladstop Jai Ho,Traditional,324.9,7.1,22.3,28.3,14.3,8.4,355.3,7.1,15.11,37.17,8.71,21.34,23.69,4576.06,314.08,201.41,5004.23,0.0905
Ayam Goreng Sukabumi Paha,Traditional,283,3.6,35.7,0.5,14.3,0,0,0,13.16,59.5,0.15,21.34,0,7861.11,991.67,397.22,0,0.1261
Geplak,Traditional,350,1,1.4,53.6,14.4,0,0,1.8,16.28,2.33,16.49,21.49,0,35000,140,1440,0,0.0091
Geplak Jahe,Traditional,462,2.5,3.1,57.7,14.4,0,0,3.3,21.49,5.17,17.75,21.49,0,18480,124,576,0,0.0139
Biskuit,Traditional,458,1.4,6.9,75.1,14.4,0,241,2.1,21.3,11.5,23.11,21.49,16.07,32714.29,492.86,1028.57,17214.29,0.0197
Sapi Daleman Segar,Traditional,183,2.1,12,1.4,14.4,0,277,0,8.51,20,0.43,21.49,18.47,8714.29,571.43,685.71,13190.48,0.0656
